Account,PageNumber,Date,Detalhes,Debit,Credit,Balance
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,10 Aug 2025,To Theo new house,,5.00,219.91
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,10 Aug 2025,To Theo new house,,30.00,249.91
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,11 Aug 2025,Interest earned - Theo new house,,0.01,249.92
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,11 Aug 2025,From Theo new house,,49.00,200.92
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,11 Aug 2025,To Theo new house,,5.00,205.92
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,12 Aug 2025,Interest earned - Theo new house,,0.01,205.93
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,12 Aug 2025,To Theo new house,,5.00,210.93
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,13 Aug 2025,Interest earned - Theo new house,,0.01,210.94
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,13 Aug 2025,To Theo new house,,5.00,215.94
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,13 Aug 2025,To Theo new house,,1.50,217.44
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,13 Aug 2025,To Theo new house,,89.00,306.44
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,14 Aug 2025,Interest earned - Theo new house,,0.01,306.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,14 Aug 2025,To Theo new house,,5.00,311.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,14 Aug 2025,To Theo new house,,10.00,321.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,15 Aug 2025,Interest earned - Theo new house,,0.01,321.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,15 Aug 2025,To Theo new house,,5.00,326.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,102,16 Aug 2025,Interest earned - Theo new house,,0.02,326.48
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,17 Aug 2025,Interest earned - Theo new house,,0.01,326.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,17 Aug 2025,From Theo new house,,150.00,176.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,17 Aug 2025,To Theo new house,,10.00,186.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,17 Aug 2025,To Theo new house,,0.90,187.39
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,17 Aug 2025,From Theo new house,,20.00,167.39
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,17 Aug 2025,To Theo new house,,5.00,172.39
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,18 Aug 2025,Interest earned - Theo new house,,0.01,172.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,18 Aug 2025,To Theo new house,,5.00,177.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,18 Aug 2025,To Theo new house,,7.70,185.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,18 Aug 2025,To Theo new house,,0.10,185.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,19 Aug 2025,Interest earned - Theo new house,,0.00,185.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,19 Aug 2025,To Theo new house,,5.30,190.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,19 Aug 2025,To Theo new house,,5.00,195.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,19 Aug 2025,To Theo new house,,100.00,295.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,20 Aug 2025,Interest earned - Theo new house,,0.02,295.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,20 Aug 2025,To Theo new house,,10.00,305.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,20 Aug 2025,To Theo new house,,10.00,315.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,20 Aug 2025,To Theo new house,,5.00,320.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,20 Aug 2025,To Theo new house,,4.00,324.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,20 Aug 2025,To Theo new house,,5.00,329.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,21 Aug 2025,Interest earned - Theo new house,,0.01,329.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,21 Aug 2025,To Theo new house,,5.00,334.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,21 Aug 2025,To Theo new house,,6.30,340.83
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,21 Aug 2025,To Theo new house,,1.40,342.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,22 Aug 2025,Interest earned - Theo new house,,0.01,342.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,22 Aug 2025,To Theo new house,,5.00,347.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,22 Aug 2025,To Theo new house,,10.00,357.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,22 Aug 2025,To Theo new house,,7.50,364.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,103,22 Aug 2025,To Theo new house,,0.10,364.84
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,22 Aug 2025,To Theo new house,,6.50,371.34
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,22 Aug 2025,To Theo new house,,3.70,375.04
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,Interest earned - Theo new house,,0.02,375.06
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,2.50,377.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,5.00,382.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,4.00,386.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,2.00,388.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,10.00,398.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,10.00,408.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,23 Aug 2025,To Theo new house,,0.50,409.06
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,24 Aug 2025,Interest earned - Theo new house,,0.02,409.08
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,24 Aug 2025,To Theo new house,,5.00,414.08
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,25 Aug 2025,Interest earned - Theo new house,,0.01,414.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,25 Aug 2025,To Theo new house,,5.00,419.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,25 Aug 2025,To Theo new house,,9.10,428.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,26 Aug 2025,Interest earned - Theo new house,,0.02,428.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,26 Aug 2025,To Theo new house,,5.00,433.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,27 Aug 2025,Interest earned - Theo new house,,0.02,433.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,27 Aug 2025,To Theo new house,,5.00,438.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,27 Aug 2025,To Theo new house,,7.00,445.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,28 Aug 2025,Interest earned - Theo new house,,0.01,445.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,28 Aug 2025,To Theo new house,,5.00,450.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,28 Aug 2025,To Theo new house,,5.00,455.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,29 Aug 2025,Interest earned - Theo new house,,0.02,455.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,29 Aug 2025,To Theo new house,,5.00,460.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,29 Aug 2025,To Theo new house,,1.50,461.76
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,30 Aug 2025,Interest earned - Theo new house,,0.02,461.78
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,30 Aug 2025,To Theo new house,,5.00,466.78
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,104,30 Aug 2025,To Theo new house,,5.00,471.78
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,30 Aug 2025,To Theo new house,,6.20,477.98
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,30 Aug 2025,From Theo new house,,400.00,77.98
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,31 Aug 2025,To Theo new house,,5.00,82.98
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,1 Sept 2025,Interest earned - Theo new house,,0.01,82.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,1 Sept 2025,To Theo new house,,2.00,84.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,1 Sept 2025,To Theo new house,,5.00,89.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,2 Sept 2025,To Theo new house,,5.00,94.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,2 Sept 2025,To Theo new house,,1.30,96.29
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,3 Sept 2025,Interest earned - Theo new house,,0.01,96.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,3 Sept 2025,To Theo new house,,5.00,101.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,3 Sept 2025,To Theo new house,,10.00,111.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,3 Sept 2025,To Theo new house,,1.00,112.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,Interest earned - Theo new house,,0.00,112.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,To Theo new house,,5.00,117.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,From Theo new house,,30.00,87.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,To Theo new house,,9.00,96.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,To Theo new house,,7.00,103.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,From Theo new house,,30.00,73.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,4 Sept 2025,To Theo new house,,0.50,73.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,5 Sept 2025,To Theo new house,,5.00,78.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,6 Sept 2025,Interest earned - Theo new house,,0.01,78.81
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,6 Sept 2025,From Theo new house,,60.00,18.81
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,6 Sept 2025,To Theo new house,,2.50,21.31
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,7 Sept 2025,To Theo new house,,5.40,26.71
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,7 Sept 2025,To Theo new house,,5.00,31.71
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,8 Sept 2025,To Theo new house,,5.00,36.71
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,8 Sept 2025,To Theo new house,,300.00,336.71
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,9 Sept 2025,Interest earned - Theo new house,,0.01,336.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,105,9 Sept 2025,To Theo new house,,5.00,341.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,10 Sept 2025,Interest earned - Theo new house,,0.02,341.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,10 Sept 2025,To Theo new house,,5.00,346.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,11 Sept 2025,Interest earned - Theo new house,,0.01,346.75
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,11 Sept 2025,To Theo new house,,5.00,351.75
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,11 Sept 2025,To Theo new house,,8.00,359.75
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,12 Sept 2025,Interest earned - Theo new house,,0.01,359.76
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,13 Sept 2025,Interest earned - Theo new house,,0.02,359.78
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,14 Sept 2025,Interest earned - Theo new house,,0.02,359.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,14 Sept 2025,To Theo new house,,5.00,364.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,15 Sept 2025,Interest earned - Theo new house,,0.01,364.81
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,15 Sept 2025,From Theo new house,,110.00,254.81
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,15 Sept 2025,From Theo new house,,5.00,249.81
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,Interest earned - Theo new house,,0.01,249.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,From Theo new house,,30.00,219.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,From Theo new house,,50.00,169.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,To Theo new house,,5.80,175.62
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,From Theo new house,,30.00,145.62
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,To Theo new house,,1.40,147.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,16 Sept 2025,To Theo new house,,5.00,152.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,17 Sept 2025,To Theo new house,,5.00,157.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,17 Sept 2025,To Theo new house,,10.00,167.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,18 Sept 2025,Interest earned - Theo new house,,0.01,167.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,18 Sept 2025,To Theo new house,,5.00,172.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,18 Sept 2025,To Theo new house,,10.00,182.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,18 Sept 2025,To Theo new house,,9.50,191.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,19 Sept 2025,Interest earned - Theo new house,,0.01,191.54
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,19 Sept 2025,To Theo new house,,5.00,196.54
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,19 Sept 2025,To Theo new house,,3.00,199.54
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,106,19 Sept 2025,To Theo new house,,5.20,204.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,19 Sept 2025,To Theo new house,,1.50,206.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,20 Sept 2025,Interest earned - Theo new house,,0.01,206.25
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,21 Sept 2025,Interest earned - Theo new house,,0.01,206.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,22 Sept 2025,Interest earned - Theo new house,,0.01,206.27
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,22 Sept 2025,To Theo new house,,5.00,211.27
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,22 Sept 2025,To Theo new house,,10.00,221.27
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,23 Sept 2025,Interest earned - Theo new house,,0.01,221.28
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,23 Sept 2025,To Theo new house,,5.00,226.28
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,23 Sept 2025,To Theo new house,,3.80,230.08
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,24 Sept 2025,Interest earned - Theo new house,,0.01,230.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,24 Sept 2025,From Theo new house,,30.00,200.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,25 Sept 2025,Interest earned - Theo new house,,0.00,200.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,25 Sept 2025,From Theo new house,,50.00,150.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,25 Sept 2025,To Theo new house,,5.00,155.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,25 Sept 2025,To Theo new house,,10.00,165.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,25 Sept 2025,From Theo new house,,45.00,120.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,25 Sept 2025,To Theo new house,,1.50,121.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,26 Sept 2025,Interest earned - Theo new house,,0.01,121.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,27 Sept 2025,Interest earned - Theo new house,,0.01,121.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,27 Sept 2025,To Theo new house,,5.00,126.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,28 Sept 2025,Interest earned - Theo new house,,0.00,126.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,28 Sept 2025,To Theo new house,,5.00,131.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,28 Sept 2025,From Theo new house,,50.00,81.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,28 Sept 2025,To Theo new house,,8.50,90.11
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,28 Sept 2025,From Theo new house,,20.00,70.11
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,28 Sept 2025,To Theo new house,,3.30,73.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,29 Sept 2025,To Theo new house,,300.00,373.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,29 Sept 2025,To Theo new house,,5.00,378.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,107,30 Sept 2025,Interest earned - Theo new house,,0.02,378.43
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,30 Sept 2025,From Theo new house,,200.00,178.43
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,30 Sept 2025,To Theo new house,,2.30,180.73
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,30 Sept 2025,To Theo new house,,5.00,185.73
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,30 Sept 2025,To Theo new house,,10.00,195.73
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,1 Oct 2025,Interest earned - Theo new house,,0.01,195.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,1 Oct 2025,To Theo new house,,100.00,295.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,1 Oct 2025,To Theo new house,,7.40,303.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,1 Oct 2025,To Theo new house,,0.40,303.54
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,1 Oct 2025,To Theo new house,,5.00,308.54
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,2 Oct 2025,Interest earned - Theo new house,,0.01,308.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,2 Oct 2025,To Theo new house,,5.00,313.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,3 Oct 2025,Interest earned - Theo new house,,0.01,313.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,3 Oct 2025,From Theo new house,,100.00,213.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,3 Oct 2025,To Theo new house,,8.80,222.36
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,3 Oct 2025,To Theo new house,,1.20,223.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,4 Oct 2025,Interest earned - Theo new house,,0.01,223.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,5 Oct 2025,Interest earned - Theo new house,,0.01,223.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,6 Oct 2025,Interest earned - Theo new house,,0.01,223.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,6 Oct 2025,From Theo new house,,100.00,123.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,6 Oct 2025,To Theo new house,,5.00,128.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,6 Oct 2025,To Theo new house,,3.50,132.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,6 Oct 2025,To Theo new house,,3.40,135.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,7 Oct 2025,From Theo new house,,100.00,35.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,7 Oct 2025,To Theo new house,,3.50,38.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,7 Oct 2025,To Theo new house,,5.00,43.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,7 Oct 2025,To Theo new house,,10.00,53.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,7 Oct 2025,To Theo new house,,"4,600.00","4,653.99"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,8 Oct 2025,Interest earned - Theo new house,,0.20,"4,654.19"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,108,8 Oct 2025,To Theo new house,,2.50,"4,656.69"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,8 Oct 2025,To Theo new house,,7.70,"4,664.39"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,8 Oct 2025,To Theo new house,,2.10,"4,666.49"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,8 Oct 2025,To Theo new house,,5.00,"4,671.49"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,9 Oct 2025,Interest earned - Theo new house,,0.18,"4,671.67"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,9 Oct 2025,From Theo new house,,"2,900.00","1,771.67"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,9 Oct 2025,From Theo new house,,200.00,"1,571.67"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,9 Oct 2025,To Theo new house,,5.00,"1,576.67"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,9 Oct 2025,To Theo new house,,5.00,"1,581.67"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,10 Oct 2025,Interest earned - Theo new house,,0.07,"1,581.74"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,10 Oct 2025,To Theo new house,,5.00,"1,586.74"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,Interest earned - Theo new house,,0.07,"1,586.81"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,To Theo new house,,5.00,"1,591.81"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,From Theo new house,,400.00,"1,191.81"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,To Theo new house,,0.30,"1,192.11"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,To Theo new house,,6.50,"1,198.61"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,From Theo new house,,500.00,698.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,11 Oct 2025,To Theo new house,,10.00,708.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,12 Oct 2025,Interest earned - Theo new house,,0.03,708.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,12 Oct 2025,To Theo new house,,5.00,713.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,13 Oct 2025,Interest earned - Theo new house,,0.02,713.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,109,13 Oct 2025,To Theo new house,,10.00,723.66
